uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"132509a3-cc76-4b2f-bec5-16f92e948373","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.01494",,"ok","small tree","Live",5.3,130,,6.6,,,,5.0,4.9,,,,,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
"c41121f5-c296-43bd-b8b6-bf2fef2a8cc5","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.11676",,"ok","small shrub","Live",,,,2.0,0.6,,,1.2,1.0,,"ellipsoid or sphere",1.3,10,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
"4969a6b8-ea84-4bbe-a4aa-86b3f4c08bc0","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.09786",,"ok","sapling","Standing dead",,,,1.1,,,,,,,,1.4,10,,,,,,,,,,,"The plausible cause of death is forest succession.","0000-0001-9529-4416","0000-0002-8951-4934",,
"af45996b-4d60-4355-b510-dd766a110936","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.11671",,"ok","small tree","Live",1.5,130,,2.5,,,,1.5,1.0,,,,,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
"9c6de862-d52d-457b-ae9a-1f290d8c959f","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.09793",,"ok","sapling","Live",,,,1.0,,,,,,,,1.3,10,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
"434d4bcf-2345-4ce8-94bf-c6dcbec00953","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.09790",,"ok","small shrub","Live, insect damaged",,,,1.7,1.0,,,1.0,0.9,,"ellipsoid or sphere",1.1,10,,,,,,,,,,,"Insect herbivory and leaf curling on crown","0000-0001-9529-4416","0000-0002-8951-4934",,
"8f14bf3a-08fb-4a74-9ca2-bdd1b47b5699","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.01762",,"ok","single shrub","Live, insect damaged",1.3,130,,2.2,0.9,,,1.3,1.2,,"ellipsoid or sphere",2.1,10,,,,,,,,,,,"Crown damaged by insect herbivory and leaf curling","0000-0001-9529-4416","0000-0002-8951-4934",,
"30f47ea7-7b26-4bc3-8ac3-a42d5562a626","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.10595",,"ok","sapling","Live",,,,1.3,,,,,,,,1.2,10,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
"aac24a35-ffd2-4ef8-9395-6546bf890810","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.01744",,"ok","single bole tree","Live",30.2,130,,25.0,,,,9.0,8.3,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
"064058a9-e50f-4f4b-9ec5-c6f1f76bfeaa","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.01468",,"tagRemoved",,"No longer qualifies",,,,,,,,,,,,,,,,,,,,,,,,"This is not an individual; it is a stem that is part of 1467 therefore the tag was removed and the measurements are under tag ID1467.","0000-0001-9529-4416","0000-0002-8951-4934",,
"cd1ee66f-4f26-42f5-864c-2a5553ec7450","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.01741",,"ok","sapling","Live",,,,1.0,,,,,,,,1.4,10,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
"de6beb82-b235-4ea7-87c4-fa4048fdc785","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.01475",,"ok","small shrub","Live",,,,2.1,0.4,,,2.1,1.1,,"ellipsoid or sphere",1.1,10,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
"1de1e2c1-2b92-4688-93d5-2db9ccd30b32","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.01767",,"ok","small shrub","Live",,,,1.2,0.1,,,2.1,1.1,,"ellipsoid or sphere",1.3,10,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
"ebaed951-5696-4e2c-a0a2-e1f953329471","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.01497",,"ok","sapling","Live",,,,0.9,,,,,,,,1.2,10,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
"48547758-ecb2-41a5-86c4-91320cae028b","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.01482",,"ok","single bole tree","Live",26.8,130,,16.4,,,,11.0,9.6,"Mostly shaded",,,,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
"5130db2b-aef4-42b5-b25d-36b185baab07","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.01241",,"notRequired",,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tagged individual could not be located.","0000-0001-9529-4416","0000-0002-8951-4934",,
"79f45ca7-2015-47f2-a181-88c48638e409","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.01760",,"ok","single bole tree","Live",25.8,130,,18.3,,,,9.3,8.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
"27c42d8d-c7a7-4ae0-9807-deef4ba6450d","HARV_027.basePlot.vst","2019-07-10","vst_HARV_2019","D01","HARV","HARV_027","NEON.PLA.D01.HARV.01474",,"ok","small shrub","Live",,,,1.8,0.4,,,1.5,1.4,,"ellipsoid or sphere",1.7,10,,,,,,,,,,,,"0000-0001-9529-4416","0000-0002-8951-4934",,
