uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"885589e5-9384-472e-9ab1-c99b6e59d8a9","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.05659","1","ok",,"Downed",,,"noChange",,,,,,,,,,,,,,,,,,,,,"Death possibly caused by storm blown down","0000-0003-1933-3182","0000-0002-7459-3860","3d63abcb-a8eb-4328-8e59-d6f1eb02ab71",
"111899ca-a961-428d-8abe-1157e4fe1e9f","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.10865","1","ok","small tree","Live, insect damaged",1.9,130,"noChange",2.7,,,,2.4,2.4,"Full shade",,,,,,,,,,,,,,"Hemlock woolly adelgid crown damage.","0000-0003-1933-3182","0000-0002-7459-3860","f2b7cc24-61c5-4e2f-a543-9eda6107b390",
"34463686-765f-4d34-89a3-4ac1f97d4be3","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05776A","2","ok","multi-bole tree","Live",17.8,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-4682-3753","b7fbe12a-7644-440c-9f08-ee5c02f9828a",
"f11c3157-6b8e-400c-aab8-a1f9f81583ac","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.04488","1","ok","small tree","Live, physically damaged",5.3,130,"noChange",5.5,,,,2.9,2.5,"Mostly shaded",,,,,,,,,,,,,,"Dead branches in crown. Unknown cause.","0000-0003-1933-3182","0000-0002-4682-3753","085f22e7-e2c8-4452-b524-f7f5e72ca170",
"e623ab6f-50b0-4c93-a525-87cd24794d92","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.03552","1","ok","small tree","Live",1.4,130,"noChange",3.2,,,,2.3,1.6,"Mostly shaded",,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-7459-3860","f3236df8-7204-4e43-bf43-bbde87712bc4",
"96057c7a-2703-4ac1-8e91-671be8d0d504","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.10863","1","ok","sapling","Live",,,"noChange",0.8,,,,,,"Full shade",,1.2,10,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-7459-3860","cfb6e4d3-f3ba-4250-ba2d-9994ab7825e4",
"f3a2fb73-d5cb-4774-9cbc-eb94c16ba614","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.04195","1","ok","small tree","Live, insect damaged",5.0,130,"noChange",6.2,,,,4.1,3.5,"Mostly shaded",,,,,,,,,,,,,,"Minor insect damage in crown possibly caused by gypsy moth caterpillars.","0000-0003-1933-3182","0000-0002-4682-3753","f5e87d04-5123-46af-8212-9bd214c834d0",
"f86ed4bf-4f72-49f7-b044-030131c96650","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.04470","1","ok","small tree","Live, insect damaged",4.8,130,"noChange",4.9,,,,4.1,3.4,"Mostly shaded",,,,,,,,,,,,,,"Hemlock woolly adelgid crown damage","0000-0003-1933-3182","0000-0002-4682-3753","3bb14bf7-483d-4bc7-9874-01defe2d6aca",
"e5613eaa-a47d-4833-bfaf-56ce218ab84d","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.04480","1","ok","small tree","Live",2.0,130,"noChange",3.5,,,,2.3,1.9,"Full shade",,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-4682-3753","15d1d627-0d2e-49f3-a0d5-6630fe429874",
"e5eb99bc-04df-434c-b522-a8e0f393d830","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.05625C","3","ok","multi-bole tree","Live, disease damaged",21.8,130,"noChange",,,,,,,,,,,,,,,,,,,,,"Disease; Unknown leaf spotting disease on the crown. Minor insect damage on crown.","0000-0003-1933-3182","0000-0002-7459-3860","5d0fc82a-961e-4393-8396-3ec3ccf6fe78",
"9b1f2d32-3dfd-4e3b-9fd8-af8b93c1197b","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.05664","1","ok","multi-bole tree","Live, insect damaged",35.0,130,"noChange",23.5,,,,15.3,10.6,"Full sun",,,,,,,,,,,,,,"Minor insect damage on crown possibly caused by Gypsy moth caterpillars.","0000-0003-1933-3182","0000-0002-7459-3860","ea42d29a-f81c-4c28-93df-af9250eacce5",
"dc3386cb-2982-41e2-a376-40733da57258","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05765A","2","ok","multi-bole tree","Live",28.0,153,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-4682-3753","2829f026-4642-492e-978d-c63c2b7e702a",
"425c61ce-798e-4bbf-a42e-956da1b7a8c6","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.04497","1","ok","small tree","Live, insect damaged",2.1,130,"noChange",2.9,,,,2.2,2.2,"Mostly shaded",,,,,,,,,,,,,,"Hemlock woolly adelgid crown damage","0000-0003-1933-3182","0000-0002-4682-3753","8fd9d3f2-6fb1-44da-994b-672409c68b46",
"fd0788e3-1d70-470e-87fa-5f1566418eb2","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.04187","1","ok","small tree","Live, insect damaged",1.3,130,"noChange",2.3,,,,1.7,1.6,"Full shade",,,,,,,,,,,,,,"Hemlock woolly adelgid crown damage","0000-0003-1933-3182","0000-0002-4682-3753","0a75c054-3dad-4c9b-9dc2-2c369c22b7d7",
"b5d1bdd9-dc96-4a1b-b7ee-7205a98b939c","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.04193","1","ok","small tree","Live, broken bole",3.0,130,"noChange",2.3,,2.3,1.5,,,"Mostly shaded",,,,,,,,,,,,,,"Broken Bole; unknown cause","0000-0003-1933-3182","0000-0002-4682-3753","38c8ef8b-7acc-4296-8971-f6f8723a3b18",
"5d8b40d4-b05d-4257-a2c5-f59fb9ff831a","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05751","1","ok","single bole tree","Live, insect damaged",15.8,130,"noChange",15.8,,,,4.5,3.9,"Partially shaded",,,,,,,,,,,,,,"Minor insect damage in crown (gypsy moth)","0000-0003-1933-3182","0000-0002-4682-3753","1f04c9fd-2184-491a-9340-5c463d0f4a0c",
"0c575e37-5174-40ec-b3b8-9d61b182b972","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05715","1","ok","single bole tree","Live, insect damaged",28.8,130,"noChange",12.3,,,,8.0,7.2,"Partially shaded",,,,,,,,,,,,,,"Hemlock woolly adelgid crown damage","0000-0003-1933-3182","0000-0002-4682-3753","f5aa369e-1015-4c94-bb08-cf2907363560",
"977ffeff-d06e-4337-86e1-1d70a713e80b","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05758A","2","ok","multi-bole tree","Live",16.5,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-4682-3753","7004e842-1b9f-4622-b771-375e394de722",
"47921482-a4ba-4319-a8f0-e7b87b8b3798","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05719","1","ok","single bole tree","Live",49.8,130,"noChange",23.1,,,,8.2,7.9,"Full sun",,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-4682-3753","fbf82a29-0d01-4730-bbb8-f51ede8a0d0d",
"515afeee-3f59-4555-8374-5d62d4770114","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05737","1","ok","single bole tree","Live, physically damaged",41.3,130,"noChange",27.5,,,,5.0,4.9,"Full sun",,,,,,,,,,,,,,"95% of crown is dead (Brown needles). Woodpecker damage","0000-0003-1933-3182","0000-0002-4682-3753","93e7ed53-c23f-4b3a-adef-fd6d1175b8a8",
"c5ea3169-a194-4530-98de-85c53513ba61","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.04764","1","ok","small tree","Live, insect damaged",2.7,130,"noChange",3.5,,,,2.5,2.0,"Mostly shaded",,,,,,,,,,,,,,"Hemlock woolly adelgid crown damage.","0000-0003-1933-3182","0000-0002-7459-3860","ccabebf5-e5bf-4fa4-b0b6-cef8c5bd3aed",
"675ef8e4-b9d9-4f39-8949-9321a1121c48","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.05625","1","ok","multi-bole tree","Live, insect damaged",30.0,130,"noChange",23.3,,,,12.5,10.6,"Partially shaded",,,,,,,,,,,,,,"Minor insect damage on crown possibly caused by Gypsy moth caterpillars.","0000-0003-1933-3182","0000-0002-7459-3860","cd44ee1d-d91c-40ef-a4e4-ab100be43bb2",
"85f71fca-3ee2-4192-9416-18d45b7864d0","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.05654","1","ok","single bole tree","Standing dead",19.8,130,"noChange",13.6,,,,7.3,4.7,"Mostly shaded",,,,,,,,,,,,,,"Unknown cause of death","0000-0003-1933-3182","0000-0002-7459-3860","0311fbd8-2b9a-4863-aa12-8652d63bdc82",
"3878fdf0-906a-414f-8fc4-b8094deda80b","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.05631","1","ok","single bole tree","Dead, broken bole",12.8,130,"noChange",8.3,,8.3,2.5,,,"Mostly shaded",,,,,,,,,,,,,,"Unknown cause of death and break.","0000-0003-1933-3182","0000-0002-7459-3860","a3f44722-d1e2-40d4-bb75-3fac72c6b211",
"0e58ba55-9a77-40d0-ab27-4e053f5f5896","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05778","1","ok","single bole tree","Live",17.6,130,"noChange",16.9,,,,6.7,5.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-4682-3753","8586ca66-c2d0-4a3a-badd-f834cd27c496",
"1e3e8b3c-ab31-4e33-97cc-48d842bfaefd","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.04197","1","ok","small tree","Live, insect damaged",3.2,130,"noChange",3.6,,,,3.2,2.8,"Full shade",,,,,,,,,,,,,,"Insect Damage; Crown damage; Hemlock woolly adelgid","0000-0003-1933-3182","0000-0002-4682-3753","f7598486-f306-416b-a40a-8f39e674bba2",
"d003f7cb-91a9-412d-83fa-e6bddf2ce4a7","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.05649","1","ok","single bole tree","Dead, broken bole",16.0,130,"noChange",12.2,,11.7,3.0,,,"Mostly shaded",,,,,,,,,,,,,,"Unknown cause of death and break.","0000-0003-1933-3182","0000-0002-7459-3860","097d9d22-2a04-416b-95bb-537434ac6d2e",
"37c3a770-5910-4981-9a4f-ea5d69d84fef","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.09702","1","ok","small tree","Standing dead",1.3,130,"noChange",2.7,,,,2.1,1.2,"Full shade",,,,,,,,,,,,,,"Death likely caused by hemlock woolly adelgid crown damage.","0000-0003-1933-3182","0000-0002-4682-3753","7abdc873-eac3-4c38-9c9e-4949404a1cc1",
"af11c9c8-85e4-4bb0-90bd-7549ea1f7ae2","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.04439","1","tagRemoved",,"Downed",,,"noChange",,,,,,,,,,,,,,,,,,,,,"Dead; Presumed dead in blowdown event.","0000-0003-1933-3182","0000-0002-4682-3753","d60fdad9-8a4a-4519-9bdd-02d82dceb781",
"1ef333d1-0684-49b6-a14c-ec6b58db7344","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05731A","1","ok","multi-bole tree","Live, insect damaged",13.3,130,"noChange",7.9,,,,8.0,6.4,"Mostly shaded",,,,,,,,,,,,,,"Hemlock woolly adelgid crown damage","0000-0003-1933-3182","0000-0002-4682-3753","464bc40d-811a-4dc9-9905-1da7ac6d3001",
"6d39b9c4-ff6c-427a-b99e-432f170fd3ff","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05765","1","ok","multi-bole tree","Live",27.7,153,"noChange",22.4,,,,9.0,8.1,"Full sun",,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-4682-3753","112870e4-89d4-4519-9812-124350c50589",
"e3618652-a1cb-4879-9cee-66fdac9a3e23","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.04186","1","ok","small tree","Live, insect damaged",2.4,130,"noChange",3.4,,,,3.2,1.9,"Full shade",,,,,,,,,,,,,,"Hemlock woolly adelgid crown damage","0000-0003-1933-3182","0000-0002-4682-3753","1b017d21-d08a-447b-bbb4-ef951bba7694",
"a6667ca6-4bff-422e-a367-8ad359f2ab03","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.11699","1","ok","sapling","Live",,,"noChange",1.6,,,,,,"Full shade",,1.2,10,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-7459-3860","5c73ce8d-b3c2-445b-924e-06ec26d1ff19",
"8168f7e2-406e-4d4a-99ec-88d347a86f19","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05728","1","ok","single bole tree","Live",25.0,130,"noChange",22.4,,,,7.0,4.8,"Full sun",,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-4682-3753","2ad1d86e-a614-4d20-a149-76ea01ea7ed2",
"c38a1b1b-38eb-4937-8dbb-85008068e935","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.05663","1","ok","single bole tree","Live, disease damaged",21.0,130,"noChange",17.3,,,,8.6,8.3,"Partially shaded",,,,,,,,,,,,,,"Unknown leaf spot disease in crown","0000-0003-1933-3182","0000-0002-7459-3860","8e70ac7a-424c-4aeb-b8da-3bb4e5d9d9df",
"d4253f4a-2572-4174-9382-eecbfcec0b22","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.05650","1","ok","single bole tree","Live, disease damaged",20.4,120,"noChange",21.7,,,,9.8,7.4,"Partially shaded",,,,,,,,,,,,,,"Disease; Unknown leaf spotting disease in crown.","0000-0003-1933-3182","0000-0002-7459-3860","950235ea-3a54-43c1-8215-a43bd7d0dc80",
"ae2626c4-af19-43af-83e3-318ad1c1fff5","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.03543","1","ok","sapling","Live, insect damaged",,,"noChange",1.0,,,,,,"Full shade",,1.7,10,,,,,,,,,,,"Dead branches in crown from hemlock woolly adelgid.","0000-0003-1933-3182","0000-0002-7459-3860","2286b8d8-221e-4271-82c5-1e7553e39f0b",
"9a3d02ae-7871-401d-ba6c-9f9849d89d08","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.10679","1","ok","sapling","Live",,,"noChange",1.1,,,,,,"Full shade",,1.1,10,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-7459-3860","7a1ed54f-0b0e-4b4b-ab08-8fbc1bf6ee47",
"6c8d4b2b-09f3-4d17-a47b-4fe79f815005","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.03576","1","ok","small tree","Live",6.2,130,"noChange",5.8,,,,5.5,3.1,"Mostly shaded",,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-7459-3860","29ff5e64-29c9-488b-8207-042fd356bdee",
"26904858-eb87-46ca-ba7d-7fce92042d61","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.05636","1","ok","multi-bole tree","Live",17.2,130,"noChange",23.8,,,,6.9,6.5,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-7459-3860","c23acc31-512b-4009-8f8a-286e595b368d",
"4735a3c2-601d-4222-9062-a521fd58f399","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05758B","3","ok","multi-bole tree","Live",27.0,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-4682-3753","e5078008-0e94-4ebc-aa8e-1ba08a23e6a0",
"a55f270b-ccbd-4639-a698-59dec4573d29","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.10205","1","ok","small tree","Live, insect damaged",5.1,130,"noChange",5.4,,,,3.7,3.3,"Mostly shaded",,,,,,,,,,,,,,"Hemlock woolly adelgid crown damage.","0000-0003-1933-3182","0000-0002-4682-3753","7a8d6063-45ae-43f9-adb2-6f98e5872037",
"01b92b66-919a-48f8-ba18-6f0124a8a259","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05765B","3","ok","multi-bole tree","Live",25.3,139,"noChange",,,,,,,,,,,,,,,,,,,,,"Measurement height was always at this location but has been reported elsewhere in the past.","0000-0003-1933-3182","0000-0002-4682-3753","47efa858-dd94-4f4e-94ce-866034aa17c8",
"ed44ee83-4bcb-454b-996d-9e11d729382a","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.04438","1","ok","small tree","Live, insect damaged",3.7,130,"noChange",3.1,,,,2.7,2.3,"Mostly shaded",,,,,,,,,,,,,,"Hemlock woolly adelgid crown damage.","0000-0003-1933-3182","0000-0002-4682-3753","4d19a74a-1487-4234-9855-c3631ea69371",
"f17db99c-b067-481d-86f2-3526c075ed1d","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.10882","1","ok","sapling","Live, insect damaged",,,"noChange",1.1,,,,,,"Full shade",,1.3,10,,,,,,,,,,,"Minor insect damage on crown possibly caused by Gypsy moth caterpillars.","0000-0003-1933-3182","0000-0002-7459-3860","e10f0094-dc39-46d0-992f-804ce2ba66ea",
"c12e6438-de05-4fcc-b9dc-b8376f5dbeed","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.03532","1","ok","small tree","Live, disease damaged",2.2,130,"noChange",3.8,,,,3.1,2.8,"Full shade",,,,,,,,,,,,,,"Beech bark disease on bole.","0000-0003-1933-3182","0000-0002-7459-3860","f581e7e3-b755-42c1-8ea7-8eb0ee114e6c",
"5ef8efb7-4ff5-4589-8780-534d1c3d4e10","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05771","1","ok","single bole tree","Live",25.0,130,"noChange",21.0,,,,7.9,6.8,"Full sun",,,,,,,,,,,,,,,"0000-0003-1933-3182","0000-0002-4682-3753","a1901689-2b39-48f9-b244-fe14e069fd38",
"028fbe0e-75fe-469e-ab39-afb725f434f9","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.05625B","2","ok","multi-bole tree","Live, disease damaged",24.0,125,"noChange",,,,,,,,,,,,,,,,,,,,,"Disease; Unknown leaf spotting disease in crown.","0000-0003-1933-3182","0000-0002-7459-3860","e87bc51f-fb1b-40a6-9941-c3257677bec1",
"e8fa55ce-a148-430c-a31a-8bd580e584d7","HARV_033.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_033","NEON.PLA.D01.HARV.10857","1","ok","sapling","Live, physically damaged",,,"noChange",0.8,,,,,,"Full shade",,1.2,10,,,,,,,,,,,"Unknown cause of dead branches.","0000-0003-1933-3182","0000-0002-7459-3860","de6d6fbd-aff3-460c-b8db-e1f27411594b",
"c41d51f4-c5d5-4c4b-a0b1-94c0d49132da","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05722","1","ok","single bole tree","Live, insect damaged",28.4,130,"noChange",12.2,,,,9.1,6.8,"Mostly shaded",,,,,,,,,,,,,,"Hemlock woolly adelgid crown damage","0000-0003-1933-3182","0000-0002-4682-3753","896a2e79-465a-47aa-b1c4-7cf2ff9878e3",
"45c4bd3e-f211-4291-89d4-75bcb8f704ed","HARV_038.basePlot.vst","2021-08-09","vst_HARV_2021","D01","HARV","HARV_038","NEON.PLA.D01.HARV.05707","1","ok","single bole tree","Live, insect damaged",12.5,130,"noChange",8.1,,,,4.7,4.6,"Mostly shaded",,,,,,,,,,,,,,"Insect Damage; Crown damage caused by hemlock woolly adelgid.","0000-0003-1933-3182","0000-0002-4682-3753","99c0396d-078f-4819-98f4-b39a1d6b55ff",
